Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:54:29:39.835,61,0.0257680826,0.1157133356,0.0585394986,0.0000000000,0.0000000000,0.0489583053,0.0000000000,0.0260731373,0.1157295778,0.0583575964,0.0000000000,0.0000000000,0.0489547215,0.0000000000,0.0086931875,0.0049089184,0.0000000000,0.0155267511,0.0195326339,0.0130973160,0.0499998182,0.0000000000,0.0296992268,0.0344365835,0.0922041014,0.0000000000,0.0000000000,0.0076821200,0.0082572838,0.0272940435,0.0275523160,0.0160278324,0.0178471599,0.0553249530,0.0312925205,0.0221818089,0.0238785930,0.0204812828,0.0187394731,0.0051383628,0.0061334437,0.0609873533,0.0612394437,0.0157966968,0.0000000000,0.0000000000,0.0140830493,0.0201168619,0.0223460216,0.0473744944,0.0501387008,0.0000000873,0.0000000000,0.0000000000,0.0000000000,-0.0355595499,0.0707399845,-0.0025191496,0.0356704108,0.0707303286,0.0025266546
11:54:29:40.837,61,0.0260491185,0.1170614287,0.0584114082,0.0000000000,0.0000000000,0.0488072261,0.0000000000,0.0263447929,0.1170768514,0.0584831908,0.0000000000,0.0000000000,0.0488036051,0.0000000000,0.0087133385,0.0047375839,0.0000000000,0.0155282738,0.0195367206,0.0131361047,0.0502025560,0.0000000000,0.0293161552,0.0348340683,0.0918701366,0.0000000000,0.0000000000,0.0076792436,0.0082467813,0.0272193681,0.0274842288,0.0160381608,0.0178872794,0.0553773046,0.0313256718,0.0222351123,0.0239107367,0.0205095243,0.0187499635,0.0051608626,0.0061448808,0.0613934547,0.0616304837,0.0157921519,0.0000000000,0.0000000000,0.0140766371,0.0200891085,0.0222578701,0.0474756248,0.0501709543,0.0000000819,0.0000000000,0.0000000000,0.0000000000,-0.0356339850,0.0715636760,-0.0025539154,0.0355902724,0.0715541542,0.0025504432
11:54:29:41.839,61,0.0261170175,0.1174097732,0.0584300011,0.0000000000,0.0000000000,0.0485784896,0.0000000000,0.0264041871,0.1174252033,0.0584733486,0.0000000000,0.0000000000,0.0485748611,0.0000000000,0.0087023722,0.0046079415,0.0000000000,0.0155075872,0.0195105057,0.0131179327,0.0501711033,0.0000000000,0.0289741829,0.0353887975,0.0918626636,0.0000000000,0.0000000000,0.0076788603,0.0082402835,0.0270981938,0.0273616221,0.0160298850,0.0179073587,0.0553098358,0.0312977955,0.0222417675,0.0238983911,0.0205059629,0.0187351424,0.0051657176,0.0061378879,0.0617630333,0.0619893670,0.0157965682,0.0000000000,0.0000000000,0.0140393460,0.0200208388,0.0221317075,0.0474624820,0.0500851162,0.0000000878,0.0000000000,0.0000000000,0.0000000000,-0.0356274433,0.0717765987,-0.0025610703,0.0356010534,0.0717670992,0.0025588339
11:54:29:42.840,61,0.0262982510,0.1180087030,0.0589111634,0.0000000000,0.0000000000,0.0484509170,0.0000000000,0.0265793484,0.1180264875,0.0579957366,0.0000000000,0.0000000000,0.0484472513,0.0000000000,0.0086903656,0.0045216554,0.0000000000,0.0154988831,0.0194948446,0.0131048951,0.0500992462,0.0000000000,0.0286128223,0.0356843024,0.0916812271,0.0000000000,0.0000000000,0.0076737590,0.0082276976,0.0270088147,0.0272592828,0.0160136931,0.0179210026,0.0552431941,0.0312661864,0.0222378299,0.0238790642,0.0205070954,0.0187218301,0.0051676580,0.0061283470,0.0619758591,0.0621939637,0.0157914646,0.0000000000,0.0000000000,0.0139990132,0.0199541096,0.0220083240,0.0474659875,0.0500283539,0.0000001167,0.0000000000,0.0000000000,0.0000000000,-0.0353355035,0.0721433833,-0.0025531177,0.0358932801,0.0721339583,0.0025930619
11:54:29:43.842,61,0.0265480001,0.1187890321,0.0596975759,0.0000000000,0.0000000000,0.0484353155,0.0000000000,0.0268272664,0.1188108101,0.0572065860,0.0000000000,0.0000000000,0.0484315678,0.0000000000,0.0087196818,0.0042948578,0.0000000000,0.0155728813,0.0195893962,0.0131912464,0.0500625558,0.0000000000,0.0284599923,0.0360553637,0.0916870385,0.0000000000,0.0000000000,0.0076997941,0.0082533238,0.0270066001,0.0272678472,0.0160257947,0.0179994889,0.0551867411,0.0312106684,0.0222887602,0.0239132252,0.0206490774,0.0188442487,0.0051787971,0.0061339438,0.0623955205,0.0626069829,0.0158024915,0.0000000000,0.0000000000,0.0139710670,0.0199460406,0.0219465476,0.0476349071,0.0501685515,0.0000001320,0.0000000000,0.0000000000,0.0000000000,-0.0348534845,0.0726215690,-0.0025350554,0.0363711640,0.0726122037,0.0026450525
11:54:29:44.843,61,0.0268025044,0.1195550859,0.0616016984,0.0000000000,0.0000000000,0.0486077219,0.0000000000,0.0270853657,0.1195867136,0.0552892536,0.0000000000,0.0000000000,0.0486039221,0.0000000000,0.0087755211,0.0041362070,0.0000000000,0.0156904440,0.0197504144,0.0133628258,0.0501385704,0.0000000000,0.0284024905,0.0362885818,0.0918101743,0.0000000000,0.0000000000,0.0077481065,0.0083040753,0.0271049757,0.0273744706,0.0160592441,0.0181062091,0.0552411191,0.0312032346,0.0223851558,0.0240030121,0.0208822954,0.0190519057,0.0052028550,0.0061574704,0.0642715171,0.0644719079,0.0158445183,0.0000000000,0.0000000000,0.0139521668,0.0200076681,0.0219681114,0.0480153114,0.0505591854,0.0000001604,0.0000000000,0.0000000000,0.0000000000,-0.0336841717,0.0730929077,-0.0024659967,0.0375299826,0.0730836093,0.0027470684
11:54:29:45.845,61,0.0268858168,0.1179683730,0.0633309782,0.0000000000,0.0000000000,0.0489345267,0.0000000000,0.0271757822,0.1180090383,0.0534988604,0.0000000000,0.0000000000,0.0489306934,0.0000000000,0.0088470606,0.0040090363,0.0000000000,0.0158148557,0.0199119542,0.0135224070,0.0503072701,0.0000000000,0.0284949262,0.0361084342,0.0916604847,0.0000000000,0.0000000000,0.0077772774,0.0083383312,0.0272345636,0.0275324266,0.0161042828,0.0182016697,0.0553201772,0.0312091075,0.0224796757,0.0240954030,0.0210624114,0.0192162953,0.0052218409,0.0061774873,0.0652252585,0.0654238537,0.0158961415,0.0000000000,0.0000000000,0.0139613766,0.0200767852,0.0220128708,0.0482685789,0.0508450679,0.0000002143,0.0000000000,0.0000000000,0.0000000000,-0.0325956941,0.0721260086,-0.0023546608,0.0385862365,0.0721165463,0.0027868419
11:54:29:46.847,61,0.0267987438,0.1170606911,0.0639161766,0.0000000000,0.0000000000,0.0492626540,0.0000000000,0.0270922519,0.1171043292,0.0528906249,0.0000000000,0.0000000000,0.0492587499,0.0000000000,0.0088987770,0.0038417643,0.0000000000,0.0158867389,0.0200121067,0.0136661846,0.0508088395,0.0000000000,0.0284743924,0.0359839462,0.0913461074,0.0000000000,0.0000000000,0.0077898866,0.0083524762,0.0273732934,0.0277117938,0.0161046926,0.0182453170,0.0553824790,0.0312146097,0.0225772504,0.0241881702,0.0211620498,0.0193028226,0.0052312352,0.0061823493,0.0665485188,0.0667363554,0.0159497522,0.0000000000,0.0000000000,0.0140086720,0.0201356169,0.0220393483,0.0484149158,0.0510020554,0.0000002672,0.0000000000,0.0000000000,0.0000000000,-0.0322263837,0.0715721846,-0.0023100553,0.0389443338,0.0715626627,0.0027910150
11:54:29:47.848,61,0.0264878310,0.1151390597,0.0653075278,0.0000000000,0.0000000000,0.0496399030,0.0000000000,0.0267841835,0.1151846275,0.0512683466,0.0000000000,0.0000000000,0.0496360362,0.0000000000,0.0089747980,0.0037388958,0.0000000000,0.0160248000,0.0201896634,0.0138549814,0.0515780784,0.0000000000,0.0283803847,0.0355924182,0.0907678455,0.0000000000,0.0000000000,0.0077940430,0.0083572455,0.0276235193,0.0280023906,0.0161487665,0.0182793550,0.0556166694,0.0313189030,0.0226921532,0.0243020598,0.0212780870,0.0194017906,0.0052657821,0.0062159863,0.0674822554,0.0676678345,0.0160416290,0.0000000000,0.0000000000,0.0140451649,0.0202481393,0.0221334044,0.0486941189,0.0513121635,0.0000003318,0.0000000000,0.0000000000,0.0000000000,-0.0312405322,0.0703966916,-0.0022025083,0.0397954099,0.0703902617,0.0028050975
11:54:29:48.849,61,0.0263154469,0.1145728752,0.0648763105,0.0000000000,0.0000000000,0.0500086732,0.0000000000,0.0266120043,0.1146162972,0.0516600721,0.0000000000,0.0000000000,0.0500048995,0.0000000000,0.0090425294,0.0037699607,0.0000000000,0.0161369201,0.0203311834,0.0139837628,0.0520930998,0.0000000000,0.0282200966,0.0352903157,0.0903603658,0.0000000000,0.0000000000,0.0077842837,0.0083469348,0.0278725512,0.0282692779,0.0161891654,0.0182677098,0.0559143350,0.0314584672,0.0227922145,0.0244060121,0.0213196687,0.0194344558,0.0052908608,0.0062373746,0.0679033920,0.0680871904,0.0161027033,0.0000000000,0.0000000000,0.0140554188,0.0203722976,0.0222481284,0.0489406176,0.0515745729,0.0000003351,0.0000000000,0.0000000000,0.0000000000,-0.0314800069,0.0700498968,-0.0022084166,0.0395336002,0.0700434074,0.0027728761
11:54:29:49.851,61,0.0262432024,0.1142658815,0.0646231547,0.0000000000,0.0000000000,0.0503635667,0.0000000000,0.0265407972,0.1143080518,0.0518906265,0.0000000000,0.0000000000,0.0503599010,0.0000000000,0.0091216546,0.0038276934,0.0000000000,0.0162939336,0.0205210447,0.0141581064,0.0524186976,0.0000000000,0.0280205794,0.0352115296,0.0901310369,0.0000000000,0.0000000000,0.0078027216,0.0083667524,0.0281222854,0.0285218116,0.0162954777,0.0182911623,0.0562907718,0.0316510946,0.0229266379,0.0245434158,0.0214273203,0.0195297189,0.0053305211,0.0062769707,0.0686571673,0.0688444450,0.0162206721,0.0000000000,0.0000000000,0.0140641881,0.0205372702,0.0224105157,0.0492413417,0.0518860407,0.0000003053,0.0000000000,0.0000000000,0.0000000000,-0.0316209123,0.0698618069,-0.0022123228,0.0393798612,0.0698553026,0.0027546568
11:54:29:50.853,61,0.0263956301,0.1139861047,0.0644109994,0.0000000000,0.0000000000,0.0506786183,0.0000000000,0.0266918298,0.1140272021,0.0520897917,0.0000000000,0.0000000000,0.0506749451,0.0000000000,0.0091782687,0.0039005098,0.0000000000,0.0164237078,0.0206772462,0.0142976074,0.0525471643,0.0000000000,0.0280032046,0.0348184966,0.0898717791,0.0000000000,0.0000000000,0.0078089871,0.0083767520,0.0283235908,0.0287291221,0.0163690951,0.0182905067,0.0565581545,0.0317934826,0.0230249390,0.0246447176,0.0214726552,0.0195783880,0.0053581013,0.0063081938,0.0690652132,0.0692531765,0.0163165387,0.0000000000,0.0000000000,0.0140543701,0.0206754822,0.0225486029,0.0493866019,0.0520419404,0.0000002715,0.0000000000,0.0000000000,0.0000000000,-0.0317426659,0.0696904287,-0.0022153726,0.0392510407,0.0696839020,0.0027388919
11:54:29:51.854,61,0.0266550090,0.1140886620,0.0645946562,0.0000000000,0.0000000000,0.0508774295,0.0000000000,0.0269486979,0.1141307205,0.0518982485,0.0000000000,0.0000000000,0.0508735627,0.0000000000,0.0092367027,0.0038432891,0.0000000000,0.0165779758,0.0208593532,0.0144706545,0.0524965413,0.0000000000,0.0280786399,0.0345735699,0.0897429809,0.0000000000,0.0000000000,0.0078337211,0.0084073292,0.0284719877,0.0288937632,0.0164552778,0.0183262583,0.0567488298,0.0319051184,0.0231276080,0.0247439537,0.0215738956,0.0196830332,0.0053933696,0.0063513946,0.0695315525,0.0697198138,0.0163987949,0.0000000000,0.0000000000,0.0140452757,0.0207884219,0.0226501133,0.0495083705,0.0521792024,0.0000002162,0.0000000000,0.0000000000,0.0000000000,-0.0316257998,0.0697534308,-0.0022092210,0.0393627919,0.0697469115,0.0027491769
11:54:29:52.856,61,0.0272408053,0.1142580509,0.0647139549,0.0000000000,0.0000000000,0.0511925593,0.0000000000,0.0275228396,0.1143007278,0.0517760664,0.0000000000,0.0000000000,0.0511883646,0.0000000000,0.0093355039,0.0036963839,0.0000000000,0.0168133005,0.0211437698,0.0147958919,0.0525265522,0.0000000000,0.0282233953,0.0343160965,0.0895784646,0.0000000000,0.0000000000,0.0078928852,0.0084752515,0.0286842622,0.0291288532,0.0166111495,0.0184396226,0.0570544228,0.0320715345,0.0233233776,0.0249356180,0.0218429342,0.0199438259,0.0054568611,0.0064290576,0.0723301843,0.0725048482,0.0165331271,0.0000000000,0.0000000000,0.0140683642,0.0209555943,0.0227969959,0.0497985967,0.0525006615,0.0000002125,0.0000000000,0.0000000000,0.0000000000,-0.0315511115,0.0698571801,-0.0022072939,0.0394352078,0.0698506758,0.0027583423
11:54:29:53.858,61,0.0292513147,0.1151024699,0.0647927225,0.0000000000,0.0000000000,0.0516186357,0.0000000000,0.0295241252,0.1151456013,0.0517190732,0.0000000000,0.0000000000,0.0516141690,0.0000000000,0.0094713643,0.0036219407,0.0000000000,0.0171283465,0.0215329267,0.0152148893,0.0527887009,0.0000000000,0.0283950437,0.0341643356,0.0895764753,0.0000000000,0.0000000000,0.0079851970,0.0085808653,0.0289708730,0.0294252131,0.0168312304,0.0186516568,0.0574007481,0.0322052687,0.0235883743,0.0252021030,0.0222601742,0.0203366075,0.0055158506,0.0065003633,0.0750820562,0.0752380043,0.0167310722,0.0000000000,0.0000000000,0.0141206896,0.0211898703,0.0230057612,0.0502772592,0.0530166440,0.0000001964,0.0000000000,0.0000000000,0.0000000000,-0.0315152332,0.0703734532,-0.0022211329,0.0394817814,0.0703670233,0.0027820803
11:54:29:54.860,61,0.0302382149,0.1147440821,0.0648773015,0.0000000000,0.0000000000,0.0519462191,0.0000000000,0.0305066705,0.1147875488,0.0516461767,0.0000000000,0.0000000000,0.0519415550,0.0000000000,0.0095756501,0.0035647610,0.0000000000,0.0174322482,0.0219147541,0.0155984405,0.0531494692,0.0000000000,0.0284059886,0.0341793448,0.0896297172,0.0000000000,0.0000000000,0.0080569899,0.0086588655,0.0292273853,0.0296754427,0.0169759486,0.0188193768,0.0575954281,0.0322493650,0.0237943288,0.0254119225,0.0226224326,0.0206704307,0.0055607450,0.0065507209,0.0757273510,0.0758773014,0.0169026814,0.0000000000,0.0000000000,0.0141681107,0.0213904437,0.0231801048,0.0506379642,0.0534127168,0.0000001961,0.0000000000,0.0000000000,0.0000000000,-0.0314713083,0.0701545477,-0.0022111158,0.0395339280,0.0701480731,0.0027770561
11:54:29:55.860,61,0.0309393946,0.1151693687,0.0650682300,0.0000000000,0.0000000000,0.0521882065,0.0000000000,0.0312104784,0.1152138263,0.0514721982,0.0000000000,0.0000000000,0.0521833934,0.0000000000,0.0096576614,0.0034852657,0.0000000000,0.0176750366,0.0222170465,0.0158841424,0.0539824516,0.0000000000,0.0284176096,0.0338467732,0.0893196389,0.0000000000,0.0000000000,0.0080882097,0.0086921053,0.0294722430,0.0299252160,0.0170757808,0.0189156011,0.0578407906,0.0323297493,0.0239543598,0.0255826060,0.0228379685,0.0208633710,0.0055943322,0.0065881936,0.0752015114,0.0753651410,0.0170266442,0.0000000000,0.0000000000,0.0142229162,0.0215552859,0.0233298391,0.0509460159,0.0537587404,0.0000001997,0.0000000000,0.0000000000,0.0000000000,-0.0313647091,0.0704148188,-0.0022118315,0.0396495461,0.0704084039,0.0027955435
11:54:29:56.863,61,0.0313122496,0.1154040247,0.0657238588,0.0000000000,0.0000000000,0.0523373373,0.0000000000,0.0315890908,0.1154517978,0.0508160889,0.0000000000,0.0000000000,0.0523325168,0.0000000000,0.0097432351,0.0033625455,0.0000000000,0.0178896729,0.0224985369,0.0161888152,0.0553200953,0.0000000000,0.0284171626,0.0335110202,0.0889842212,0.0000000000,0.0000000000,0.0081185345,0.0087237600,0.0297417827,0.0302080326,0.0171526950,0.0190075263,0.0580499023,0.0323870480,0.0241198838,0.0257567205,0.0230442304,0.0210478622,0.0056295749,0.0066274963,0.0747236535,0.0748944357,0.0171322487,0.0000000000,0.0000000000,0.0143154496,0.0217179228,0.0234914422,0.0512420684,0.0541087613,0.0000001879,0.0000000000,0.0000000000,0.0000000000,-0.0309645943,0.0705593675,-0.0021881226,0.0400486514,0.0705529824,0.0028294853
11:54:29:57.864,61,0.0314767361,0.1154206768,0.0653601438,0.0000000000,0.0000000000,0.0524027310,0.0000000000,0.0317556038,0.1154666096,0.0511929467,0.0000000000,0.0000000000,0.0523979925,0.0000000000,0.0097702527,0.0034144029,0.0000000000,0.0179958101,0.0226305015,0.0163533576,0.0603542887,0.0000000000,0.0283450596,0.0326782130,0.0879565850,0.0000000000,0.0000000000,0.0081040617,0.0087087164,0.0299444962,0.0304153934,0.0171927065,0.0189994760,0.0583764575,0.0325391069,0.0242310204,0.0258859992,0.0230621174,0.0210524034,0.0056555546,0.0066546281,0.0741038695,0.0742793903,0.0172249004,0.0000000000,0.0000000000,0.0144162271,0.0218100213,0.0235983767,0.0513876677,0.0542914532,0.0000001713,0.0000000000,0.0000000000,0.0000000000,-0.0311942063,0.0705689266,-0.0022046424,0.0398269929,0.0705625340,0.0028142156
11:54:29:58.865,61,0.0315824188,0.1162649468,0.0649983883,0.0000000000,0.0000000000,0.0523368381,0.0000000000,0.0318586342,0.1163090616,0.0516075566,0.0000000000,0.0000000000,0.0523321889,0.0000000000,0.0097486125,0.0035826201,0.0000000000,0.0180238467,0.0226498563,0.0163362250,0.0617600121,0.0000000000,0.0283131711,0.0321125574,0.0873928741,0.0000000000,0.0000000000,0.0080697658,0.0086726090,0.0299336910,0.0303911809,0.0172326323,0.0189744551,0.0586167686,0.0326664560,0.0242871214,0.0259540100,0.0229586512,0.0209522955,0.0056567900,0.0066551878,0.0726777911,0.0728562400,0.0172291268,0.0000000000,0.0000000000,0.0144838570,0.0218127593,0.0236162990,0.0513643846,0.0542784221,0.0000001254,0.0000000000,0.0000000000,0.0000000000,-0.0314457119,0.0710843727,-0.0022386981,0.0396051109,0.0710780472,0.0028190599
11:54:29:59.867,61,0.0304059424,0.1180555448,0.0651054829,0.0000000000,0.0000000000,0.0520850830,0.0000000000,0.0306405574,0.1181002557,0.0515956171,0.0000000000,0.0000000000,0.0520804860,0.0000000000,0.0096564097,0.0037352915,0.0000000000,0.0179126114,0.0224914476,0.0161446109,0.0623155423,0.0000000000,0.0282786991,0.0307939295,0.0854565725,0.0000000000,0.0000000000,0.0080001773,0.0085972054,0.0297659542,0.0302153956,0.0171960816,0.0188767929,0.0587096587,0.0327550806,0.0241990406,0.0258674733,0.0227275211,0.0207369681,0.0056407806,0.0066348431,0.0724249035,0.0726033375,0.0172100216,0.0000000000,0.0000000000,0.0144690666,0.0216650590,0.0234727822,0.0512358248,0.0541114248,0.0000000914,0.0000000000,0.0000000000,0.0000000000,-0.0314359628,0.0721790642,-0.0022725889,0.0396672450,0.0721729100,0.0028671222
11:54:30:00.869,61,0.0298957545,0.1206160560,0.0649499223,0.0000000000,0.0000000000,0.0517763160,0.0000000000,0.0301148556,0.1206601635,0.0518401787,0.0000000000,0.0000000000,0.0517718084,0.0000000000,0.0095337406,0.0039072209,0.0000000000,0.0177897587,0.0223227106,0.0159080215,0.0624769963,0.0000000000,0.0280514248,0.0301805362,0.0845473409,0.0000000000,0.0000000000,0.0079313824,0.0085180113,0.0295139439,0.0299261510,0.0171324462,0.0187832136,0.0586778931,0.0327827334,0.0240649302,0.0257312860,0.0224853773,0.0205073617,0.0056195813,0.0066060615,0.0712247193,0.0713960379,0.0171425957,0.0000000000,0.0000000000,0.0144250402,0.0215042904,0.0233118497,0.0510474220,0.0538761765,0.0000000689,0.0000000000,0.0000000000,0.0000000000,-0.0315813608,0.0737439469,-0.0023327728,0.0395679474,0.0737379789,0.0029221892
11:54:30:01.870,61,0.0297181960,0.1252659410,0.0628619343,0.0000000000,0.0000000000,0.0513492152,0.0000000000,0.0299269520,0.1252991110,0.0540292785,0.0000000000,0.0000000000,0.0513447970,0.0000000000,0.0093982369,0.0040303883,0.0000000000,0.0176687129,0.0221573971,0.0156598017,0.0626724511,0.0000000000,0.0277310051,0.0296478570,0.0829298347,0.0000000000,0.0000000000,0.0078474889,0.0084205018,0.0292496905,0.0296265408,0.0170270465,0.0186700113,0.0585700162,0.0327669941,0.0238849912,0.0255455561,0.0222397745,0.0202691853,0.0055986713,0.0065748105,0.0696588010,0.0698204935,0.0170575064,0.0000000000,0.0000000000,0.0143497391,0.0212922022,0.0230900869,0.0508569367,0.0536081605,0.0000000621,0.0000000000,0.0000000000,0.0000000000,-0.0329079479,0.0765824318,-0.0025246474,0.0382877514,0.0765768588,0.0029369737
11:54:30:02.873,61,0.0294790752,0.1272920817,0.0611810349,0.0000000000,0.0000000000,0.0510458723,0.0000000000,0.0296810959,0.1273158491,0.0557790399,0.0000000000,0.0000000000,0.0510414615,0.0000000000,0.0092840036,0.0041496283,0.0000000000,0.0175694134,0.0220182259,0.0154313119,0.0629591867,0.0000000000,0.0274447743,0.0292596351,0.0820256472,0.0000000000,0.0000000000,0.0077660060,0.0083278418,0.0290313642,0.0293781050,0.0169345438,0.0185664147,0.0585171729,0.0327736922,0.0237196647,0.0253750067,0.0220223609,0.0200573336,0.0055812639,0.0065471004,0.0691291466,0.0692860484,0.0169684459,0.0000000000,0.0000000000,0.0142747778,0.0210919306,0.0228755064,0.0507143028,0.0533936433,0.0000000556,0.0000000000,0.0000000000,0.0000000000,-0.0339704491,0.0778178126,-0.0026483391,0.0372603871,0.0778124332,0.0029045069
11:54:30:03.874,61,0.0284163654,0.1273243874,0.0602706522,0.0000000000,0.0000000000,0.0506113544,0.0000000000,0.0285945535,0.1273431033,0.0567070432,0.0000000000,0.0000000000,0.0506069250,0.0000000000,0.0091550620,0.0041757142,0.0000000000,0.0174245965,0.0218179990,0.0151650514,0.0629123747,0.0000000000,0.0271332618,0.0293830130,0.0815694332,0.0000000000,0.0000000000,0.0076828590,0.0082340464,0.0287656691,0.0290943813,0.0168166105,0.0184394196,0.0583938658,0.0327600203,0.0235372651,0.0251813550,0.0217778143,0.0198215377,0.0055561652,0.0065093902,0.0693135411,0.0694655925,0.0168509521,0.0000000000,0.0000000000,0.0141781494,0.0208366718,0.0225906130,0.0504945554,0.0530923642,0.0000000423,0.0000000000,0.0000000000,0.0000000000,-0.0345355682,0.0778359920,-0.0026930098,0.0367058851,0.0778305680,0.0028619727
11:54:30:04.876,61,0.0266312119,0.1258255988,0.0597298592,0.0000000000,0.0000000000,0.0502279885,0.0000000000,0.0267886519,0.1258415431,0.0572068430,0.0000000000,0.0000000000,0.0502235703,0.0000000000,0.0090538235,0.0041472362,0.0000000000,0.0172979534,0.0216418449,0.0149310147,0.0629356429,0.0000000000,0.0266661905,0.0295902397,0.0810010284,0.0000000000,0.0000000000,0.0076007508,0.0081391567,0.0285651684,0.0288855024,0.0166895222,0.0183132235,0.0581839010,0.0326910801,0.0233515147,0.0249828324,0.0215528868,0.0195994098,0.0055367388,0.0064735506,0.0693927705,0.0695412010,0.0167552531,0.0000000000,0.0000000000,0.0140877524,0.0206106957,0.0223270785,0.0502170995,0.0527155213,0.0000000496,0.0000000000,0.0000000000,0.0000000000,-0.0348424315,0.0769190192,-0.0026847939,0.0363791212,0.0769134834,0.0028029499
11:54:30:05.877,61,0.0259433445,0.1258637756,0.0598209761,0.0000000000,0.0000000000,0.0498420224,0.0000000000,0.0260922592,0.1258802712,0.0570844486,0.0000000000,0.0000000000,0.0498376116,0.0000000000,0.0089779077,0.0040326416,0.0000000000,0.0171795189,0.0214844104,0.0147531759,0.0631997585,0.0000000000,0.0261962265,0.0297248475,0.0802681148,0.0000000000,0.0000000000,0.0075280149,0.0080540935,0.0284059998,0.0287347212,0.0165794697,0.0182148721,0.0580101050,0.0326257162,0.0232308097,0.0248463582,0.0213554353,0.0194003657,0.0055202721,0.0064393557,0.0693333820,0.0694784895,0.0166707002,0.0000000000,0.0000000000,0.0140619380,0.0204169750,0.0220920146,0.0499785468,0.0523784868,0.0000000654,0.0000000000,0.0000000000,0.0000000000,-0.0347678177,0.0769424662,-0.0026798670,0.0364345536,0.0769369677,0.0028080794
11:54:30:06.878,61,0.0257495698,0.1254875213,0.0595818833,0.0000000000,0.0000000000,0.0495963730,0.0000000000,0.0258957073,0.1255028546,0.0572820641,0.0000000000,0.0000000000,0.0495920070,0.0000000000,0.0089433994,0.0040634153,0.0000000000,0.0171067622,0.0213745758,0.0146198552,0.0632122830,0.0000000000,0.0258988291,0.0299760383,0.0800954103,0.0000000000,0.0000000000,0.0074744918,0.0079938797,0.0282659438,0.0285946261,0.0165488478,0.0181446187,0.0580498241,0.0326755382,0.0231991783,0.0248125046,0.0212033950,0.0192475934,0.0055172690,0.0064265477,0.0692127421,0.0693567768,0.0165970158,0.0000000000,0.0000000000,0.0140587902,0.0203014333,0.0219529606,0.0499058329,0.0522480942,0.0000000936,0.0000000000,0.0000000000,0.0000000000,-0.0348888002,0.0767121091,-0.0026811054,0.0362895764,0.0767065659,0.0027885018
11:54:30:07.880,61,0.0259057730,0.1254439205,0.0599961467,0.0000000000,0.0000000000,0.0493155532,0.0000000000,0.0260505080,0.1254616082,0.0568318665,0.0000000000,0.0000000000,0.0493112169,0.0000000000,0.0089228442,0.0040594619,0.0000000000,0.0170591250,0.0213069636,0.0145871602,0.0636130273,0.0000000000,0.0257253163,0.0302364547,0.0800898373,0.0000000000,0.0000000000,0.0074413409,0.0079580871,0.0281982552,0.0285375006,0.0165305641,0.0180898570,0.0582018867,0.0327763446,0.0232384466,0.0248557497,0.0211105291,0.0191483423,0.0055279043,0.0064324308,0.0689736903,0.0691164508,0.0165710598,0.0000000000,0.0000000000,0.0141021442,0.0202396549,0.0218747389,0.0499210395,0.0522246733,0.0000001114,0.0000000000,0.0000000000,0.0000000000,-0.0346146598,0.0766861662,-0.0026591441,0.0365419611,0.0766806304,0.0028069334
11:54:30:08.882,61,0.0261528697,0.1243036240,0.0597031489,0.0000000000,0.0000000000,0.0491403714,0.0000000000,0.0262965597,0.1243199185,0.0570942536,0.0000000000,0.0000000000,0.0491360649,0.0000000000,0.0089133615,0.0040958608,0.0000000000,0.0170103945,0.0212367773,0.0145240175,0.0635963604,0.0000000000,0.0255700052,0.0305223092,0.0802922770,0.0000000000,0.0000000000,0.0074190539,0.0079333438,0.0281618852,0.0285029076,0.0165375471,0.0180338211,0.0583101884,0.0328499712,0.0232655872,0.0248866230,0.0210000165,0.0190411489,0.0055270093,0.0064263861,0.0679307431,0.0680756345,0.0165784322,0.0000000000,0.0000000000,0.0141373463,0.0202230085,0.0218511540,0.0497811325,0.0520528294,0.0000001266,0.0000000000,0.0000000000,0.0000000000,-0.0347763412,0.0759887695,-0.0026471692,0.0363654457,0.0759831220,0.0027678728
